Base;Implementation;Gtp;Wgt;Src;MSTKruskal;MSTPrim;Cycle;StronglyConnected;Transpose;StrongC;Connected;Number;Alg;TestProg;MainGPL;GPL;;C1;C2;C1 + C2;C3;C1 + C2 + C3;C4;C1 + … + C4;C5;C1 + … + C5;C6;C1 + … + C6
1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;1;1
1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;0;1;1;1;1;1
1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;1;1
1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;0;1;1;1;1;1
1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;1;1
1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;1;1;1;1;1;1
1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;1;1
1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;1;1;1;1;1;1
1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;1;1
1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;1;1;1;1;1;1
1;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;1;1
1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;1;1;1;1;1;1
1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;1;1;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;1;1
1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;1;1
1;0;0;0;2;0;0;0;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;0;1;0;1
1;0;0;0;2;0;0;0;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;0;1;0;1;0;1
1;0;0;0;2;0;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;0;1;0;1
1;0;0;0;2;0;0;1;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;0;1;0;1
1;0;0;0;2;0;0;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;0;1;0;1
1;0;0;0;2;0;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;2;0;1;0;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;0;2;0;1;0;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;2;0;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;0;2;0;1;1;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;0;2;0;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;0;1
1;0;0;0;2;1;0;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;2;1;0;0;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;0;2;1;0;0;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;0;1;1;1;0;1
1;0;0;0;2;1;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;0;2;1;0;1;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;0;2;1;0;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;0;1
1;0;0;0;2;1;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;0;2;1;1;0;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;1;0;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;0;1;1;1;0;1
1;0;0;0;2;1;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;1;1
1;0;0;0;2;1;1;0;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;0;1;1;1;1;1
1;0;0;0;2;1;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;1;1
1;0;0;0;2;1;1;0;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;0;1;1;1;1;1
1;0;0;0;2;1;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;1;1
1;0;0;0;2;1;1;1;0;0;0;0;1;1;1;1;1;;1;0;1;0;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;0;0;0;1;1;1;1;1;1;;1;1;1;0;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;1;1;1;0;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;1;1
1;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;1
1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0
1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;0;1;0;1
1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;0;1;0;1
1;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;0;1;0;1;0;1
1;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;0;1;0;1
1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;0;1;0;1;0;1
1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;0;1;0;1
1;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;1;1;0;1;0;1
1;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;0;1;0;1
1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;1;1;0;1;0;1
1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;0;1;0;1
1;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;1;1;0;1;0;1
1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;0;1;0;1
1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;1;1;0;1;0;1
1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;1;0;0;1;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;1;0;0;1;0;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;1;0;0;1;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;1;0;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;1;0;1;0;0;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;0;1;1;1;0;1
1;0;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;0;1;1;1;0;1
1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;1;1;1;1;0;1
1;0;0;1;0;1;0;1;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;1;0;1;0;1;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;1;1;1;1;0;1
1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;;0;0;0;1;1;1;1;1;1;0;1
1;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;;0;1;1;1;1;1;1;1;1;0;1
1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;1;1;0;0;0;0;0;1;1;1;1;1;;0;0;0;0;0;0;0;1;1;0;1
1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
1;0;0;1;0;1;1;0;0;0;0;1;1;1;1;1;1;;0;1;1;0;1;0;1;1;1;0;1
